frame_idx,timestamp,track_id,x1,y1,x2,y2,conf,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf
1,0.0333,5,202.07,7.02,261.72,175.37,0.3801,250.49,24.93,0.0505,247.67,19.85,0.0226,249.75,20.29,0.0405,231.03,20.92,0.2622,249.46,22.54,0.5159,218.47,45.78,0.842,252.28,48.94,0.8116,207.89,83.81,0.5968,255.17,90.2,0.5075,215.13,112.43,0.3131,253.43,116.61,0.244,226.73,119.96,0.8042,248.84,122.43,0.7728,234.24,169.75,0.4025,250.14,171.94,0.3497,237.37,196.87,0.149,246.32,200.47,0.1307
1,0.0333,6,158.33,8.25,216.36,178.61,0.3348,211.65,29.76,0.1435,209.32,24.85,0.0511,210.65,25.63,0.1289,191.01,25.26,0.2793,207.25,27.57,0.6783,176.1,47.13,0.8907,206.43,51.75,0.9035,164.55,79.83,0.5891,208.43,86.75,0.6386,170.93,100.65,0.3506,207.69,105.62,0.3618,178.26,112.23,0.8559,198.3,114.75,0.8544,179.58,160.39,0.5684,197.18,162.4,0.5576,184.01,190.33,0.2902,196.76,194.41,0.2839
2,0.0667,1,371.55,332.61,600.57,777.76,0.881,480.77,384.0,0.1063,474.84,374.68,0.0101,477.3,376.76,0.1485,435.81,377.38,0.2597,469.34,387.3,0.9638,416.47,418.82,0.9731,478.33,438.44,0.9977,463.06,439.58,0.5981,551.67,465.91,0.978,528.62,442.67,0.3236,580.61,438.52,0.8179,397.38,560.67,0.996,439.64,568.86,0.9987,404.34,638.57,0.9839,455.82,652.84,0.9948,403.85,723.41,0.9326,459.98,737.62,0.9637
2,0.0667,2,455.13,203.74,580.72,353.64,0.8362,518.56,200.99,0.0136,523.61,194.09,0.0095,513.65,193.83,0.0116,532.59,188.47,0.0131,500.23,187.98,0.0206,554.57,204.35,0.3487,474.67,204.7,0.2622,567.32,259.79,0.775,465.8,256.37,0.6825,504.9,284.84,0.7128,477.08,281.06,0.6478,545.42,322.78,0.9217,490.0,323.18,0.904,549.77,409.89,0.3473,495.92,409.75,0.2928,555.44,443.86,0.0505,517.4,441.99,0.0425
2,0.0667,3,0.21,85.71,97.82,254.23,0.8151,52.73,122.06,0.2638,50.42,115.68,0.0161,50.73,115.99,0.4305,24.57,115.38,0.0256,39.32,115.6,0.9386,6.5,141.94,0.821,37.05,145.56,0.9829,20.69,188.05,0.2381,60.99,192.77,0.9673,56.35,198.69,0.1728,86.19,197.84,0.8334,11.1,240.05,0.7367,31.31,243.18,0.9118,28.92,291.98,0.0902,59.04,293.84,0.323,39.02,312.96,0.02,65.97,317.86,0.0599
2,0.0667,4,120.33,239.67,327.75,682.71,0.8067,230.23,295.23,0.8399,228.34,284.34,0.1392,222.22,286.91,0.8962,205.4,281.31,0.0325,191.41,288.16,0.9685,196.17,324.42,0.9707,166.18,337.64,0.9983,217.24,387.69,0.824,153.73,417.6,0.9954,252.75,438.05,0.8102,178.84,472.13,0.9868,212.0,462.25,0.9976,193.23,473.31,0.9994,242.14,546.11,0.9958,222.4,559.44,0.9989,265.53,629.67,0.9802,240.43,647.22,0.9905
2,0.0667,5,202.08,7.02,261.74,175.37,0.3799,250.49,24.93,0.0505,247.67,19.85,0.0226,249.76,20.29,0.0405,231.03,20.92,0.2622,249.46,22.54,0.5158,218.47,45.78,0.842,252.28,48.94,0.8116,207.89,83.81,0.5969,255.17,90.2,0.5075,215.13,112.43,0.3132,253.43,116.61,0.244,226.73,119.96,0.8042,248.84,122.43,0.7728,234.24,169.75,0.4025,250.14,171.94,0.3497,237.38,196.87,0.149,246.32,200.47,0.1307
2,0.0667,6,158.35,8.3,216.36,178.54,0.3346,211.64,29.76,0.1434,209.32,24.85,0.0511,210.65,25.63,0.1289,191.01,25.26,0.2793,207.25,27.57,0.6783,176.1,47.13,0.8906,206.43,51.75,0.9035,164.55,79.83,0.5891,208.43,86.75,0.6386,170.93,100.65,0.3506,207.69,105.62,0.3618,178.26,112.23,0.8559,198.3,114.75,0.8544,179.58,160.39,0.5685,197.18,162.4,0.5576,184.01,190.33,0.2902,196.76,194.41,0.2839
3,0.1,1,371.5,333.15,600.26,777.8,0.8606,480.56,384.3,0.0991,474.78,374.64,0.0101,477.49,376.7,0.1399,435.87,376.6,0.2654,469.88,386.31,0.9612,416.45,418.16,0.9712,476.61,437.56,0.997,462.46,442.0,0.5654,549.24,467.14,0.9696,529.32,446.67,0.2808,581.23,438.79,0.7629,396.6,559.71,0.9951,437.9,568.0,0.9983,404.06,638.41,0.9815,454.74,653.02,0.9935,402.91,724.58,0.9275,460.07,738.77,0.9586
3,0.1,2,454.69,202.09,581.18,353.11,0.8364,518.15,199.51,0.0139,523.23,192.61,0.0095,513.23,192.38,0.0118,532.24,187.02,0.0126,499.78,186.61,0.0203,554.0,203.21,0.3404,474.59,203.55,0.2617,567.17,258.91,0.7714,465.29,255.04,0.6922,505.19,285.07,0.7121,474.0,280.65,0.6583,544.62,322.52,0.9191,489.69,322.86,0.9028,548.23,409.86,0.3346,496.26,409.68,0.2858,554.41,442.99,0.0473,518.27,441.01,0.0404
3,0.1,3,0.61,85.72,98.2,254.13,0.812,53.1,121.96,0.3228,50.84,115.58,0.0203,50.8,115.85,0.509,24.8,115.58,0.0278,38.65,115.71,0.9506,6.79,142.71,0.8354,36.82,146.34,0.9857,22.94,188.8,0.2249,62.1,193.64,0.969,58.76,199.22,0.1634,87.2,198.36,0.8369,11.4,241.41,0.7265,31.38,244.57,0.9109,29.01,293.28,0.0832,60.19,295.16,0.3146,38.42,315.27,0.0188,66.97,320.22,0.0582
3,0.1,4,120.1,240.03,327.49,683.04,0.8129,229.28,295.42,0.841,227.41,284.83,0.1368,221.91,286.84,0.9013,201.9,282.04,0.0339,191.3,287.9,0.9706,185.77,325.63,0.9661,169.87,337.46,0.9983,203.1,391.13,0.7877,158.91,417.13,0.9952,240.01,444.05,0.7829,183.18,474.25,0.9864,203.19,463.83,0.9971,194.99,474.32,0.9993,230.85,548.38,0.9955,230.79,559.75,0.9989,254.71,633.75,0.9801,250.97,648.49,0.991
3,0.1,5,202.79,7.05,262.4,175.21,0.404,250.43,25.64,0.0423,247.34,20.58,0.0169,249.56,21.07,0.0371,229.96,21.31,0.2137,248.14,22.96,0.5362,217.57,45.12,0.8285,250.49,48.41,0.8205,207.73,82.55,0.5823,253.88,88.95,0.5629,216.15,111.47,0.3052,254.26,115.35,0.2765,226.79,118.83,0.8176,248.3,121.46,0.8014,234.45,169.6,0.4143,250.25,171.83,0.3836,237.26,197.03,0.1523,246.76,200.87,0.142
3,0.1,6,158.25,8.41,216.15,178.53,0.3096,210.35,30.03,0.1612,208.13,25.22,0.0565,209.26,25.92,0.1508,190.56,25.81,0.2659,205.67,27.87,0.6942,176.36,47.66,0.8837,205.1,51.81,0.9073,165.77,79.9,0.5542,207.78,86.15,0.6518,171.99,101.64,0.3316,207.73,106.06,0.3776,178.98,111.04,0.849,197.94,113.39,0.8561,180.75,158.03,0.575,197.07,159.89,0.583,184.87,188.25,0.3129,196.37,192.06,0.3184
4,0.1333,1,359.97,326.78,589.55,774.88,0.8676,463.48,377.08,0.1179,459.44,366.74,0.0117,460.51,369.16,0.1675,420.4,368.81,0.4019,454.71,378.54,0.9718,396.81,412.83,0.9787,469.56,427.66,0.9988,393.18,439.52,0.6325,536.88,456.92,0.9896,427.91,421.87,0.3314,557.5,436.75,0.8832,385.72,546.94,0.9959,433.83,552.84,0.9991,395.51,627.43,0.9893,447.24,638.02,0.9976,394.12,709.6,0.959,456.5,729.44,0.9836
4,0.1333,2,454.52,201.3,581.89,353.41,0.8314,516.86,196.73,0.0152,522.12,189.63,0.0102,511.8,189.55,0.0126,532.07,184.07,0.0126,498.73,184.08,0.0198,554.15,201.22,0.3505,475.17,201.83,0.2929,567.4,257.77,0.7803,464.62,253.64,0.7396,505.35,284.8,0.7255,467.37,280.55,0.7028,545.66,322.51,0.9278,490.88,322.83,0.9179,549.46,411.23,0.3507,497.27,411.05,0.314,556.98,444.61,0.0488,518.8,442.53,0.0436
4,0.1333,3,0.0,84.81,96.79,255.14,0.804,53.53,120.73,0.302,50.85,114.28,0.0193,51.43,114.76,0.4716,24.5,113.85,0.0357,40.01,114.63,0.9536,5.08,141.36,0.8666,37.86,145.27,0.9877,12.04,191.0,0.2478,59.48,195.77,0.9672,46.91,199.71,0.1627,85.0,198.77,0.8161,8.46,238.64,0.7625,30.36,241.83,0.9211,24.69,295.16,0.0987,56.46,297.07,0.3387,28.92,320.82,0.0221,58.21,325.96,0.0647
4,0.1333,4,118.76,239.58,326.52,683.33,0.7884,227.15,293.36,0.789,224.67,283.16,0.108,220.93,284.74,0.8684,196.85,280.7,0.0394,192.01,285.81,0.9712,179.24,325.8,0.9642,168.56,335.92,0.9982,185.93,398.82,0.7599,156.97,415.95,0.9945,217.05,457.45,0.7301,179.89,471.46,0.9824,195.91,463.11,0.9968,189.94,473.34,0.9992,229.86,548.79,0.995,224.92,560.61,0.9988,255.55,636.86,0.9785,244.46,651.87,0.9904
4,0.1333,5,203.59,6.33,263.23,174.59,0.5183,253.37,26.07,0.0499,249.95,20.91,0.0156,252.22,21.53,0.0515,230.89,21.62,0.1699,249.08,23.51,0.638,217.68,45.52,0.8193,250.04,49.18,0.8579,208.17,82.96,0.5198,252.95,89.47,0.6432,218.2,111.17,0.2671,255.03,114.9,0.326,226.23,119.11,0.799,247.4,121.96,0.8104,234.25,170.14,0.3664,250.09,172.45,0.3837,236.27,197.25,0.1278,246.28,201.58,0.1352
4,0.1333,6,156.52,3.83,216.31,179.68,0.5686,210.7,24.6,0.1362,207.43,19.56,0.0379,208.79,20.24,0.1403,185.42,20.05,0.2966,203.07,22.12,0.8184,171.66,43.42,0.928,204.44,47.37,0.9527,162.5,76.84,0.577,210.21,82.76,0.7313,167.86,99.24,0.306,209.36,103.06,0.3909,177.42,112.32,0.9002,199.03,114.77,0.9116,180.69,164.3,0.5892,199.25,165.98,0.6167,184.27,197.67,0.2818,197.62,201.62,0.2997
5,0.1667,1,356.04,324.54,585.2,773.94,0.8679,463.39,377.37,0.1164,459.3,366.96,0.0115,460.46,369.34,0.1672,419.7,368.96,0.4067,454.5,378.61,0.9733,395.92,413.39,0.9795,469.23,427.8,0.9989,391.65,442.47,0.6299,536.32,457.43,0.9894,426.3,427.08,0.3235,556.76,437.1,0.8795,385.41,547.05,0.9959,433.94,552.9,0.9991,395.5,627.24,0.9895,447.27,637.91,0.9977,394.06,709.44,0.96,456.56,729.22,0.984
5,0.1667,2,454.14,200.2,582.46,353.53,0.8317,516.64,197.04,0.0155,521.93,189.93,0.0105,511.58,189.86,0.0128,531.98,184.35,0.0129,498.58,184.38,0.0199,554.14,201.44,0.3536,475.06,202.05,0.2941,567.41,257.87,0.7811,464.58,253.71,0.738,505.23,284.85,0.7262,467.43,280.51,0.7015,545.64,322.56,0.9277,490.78,322.88,0.9175,549.42,411.16,0.3506,497.16,410.98,0.3131,556.91,444.48,0.0489,518.73,442.39,0.0435
5,0.1667,3,0.0,84.5,96.18,255.41,0.8056,53.56,120.76,0.3033,50.86,114.3,0.0193,51.42,114.78,0.4752,24.42,113.87,0.0355,39.96,114.66,0.9546,5.05,141.46,0.8665,37.92,145.37,0.9878,12.28,191.23,0.2447,59.78,196.0,0.9674,47.05,199.7,0.1604,85.19,198.73,0.8159,8.37,238.95,0.7588,30.34,242.15,0.9201,25.09,295.03,0.0966,57.03,296.95,0.3352,29.22,320.52,0.0218,58.72,325.65,0.064
5,0.1667,4,118.3,239.4,326.23,683.48,0.7927,227.15,293.26,0.7863,224.66,283.1,0.1055,220.95,284.6,0.8659,196.67,280.75,0.0388,191.95,285.68,0.9712,178.68,326.05,0.9649,168.78,335.84,0.9982,185.32,399.25,0.7648,157.19,415.82,0.9945,216.02,457.64,0.7354,180.27,471.35,0.9827,195.81,463.66,0.9968,190.48,473.74,0.9993,228.8,550.05,0.995,225.76,561.56,0.9988,254.76,637.26,0.9784,245.8,651.88,0.9903
5,0.1667,5,203.87,6.1,263.51,174.42,0.5101,253.59,26.17,0.0497,250.14,21.0,0.0155,252.46,21.62,0.0512,231.02,21.69,0.169,249.32,23.59,0.6357,217.71,45.57,0.8169,250.28,49.26,0.8549,208.2,82.97,0.5172,253.15,89.54,0.6377,218.32,111.11,0.2655,255.14,114.88,0.322,226.3,119.18,0.7939,247.61,122.06,0.8049,234.24,170.11,0.3592,250.17,172.45,0.3751,236.23,197.01,0.1245,246.25,201.39,0.1314
5,0.1667,6,155.97,2.33,216.37,180.19,0.5731,210.74,24.62,0.134,207.47,19.58,0.0369,208.83,20.26,0.1396,185.45,20.06,0.2908,203.11,22.13,0.82,171.72,43.45,0.9266,204.44,47.36,0.9531,162.55,76.94,0.5694,210.19,82.79,0.7351,168.0,99.2,0.3007,209.46,102.97,0.3936,177.47,112.46,0.9006,199.04,114.89,0.9133,180.75,164.53,0.5923,199.18,166.19,0.6239,184.13,197.9,0.2864,197.32,201.83,0.3072
6,0.2,1,355.22,323.85,583.43,773.66,0.868,463.38,377.38,0.1168,459.3,366.97,0.0115,460.45,369.35,0.1676,419.73,368.96,0.4062,454.49,378.62,0.9732,395.97,413.4,0.9795,469.21,427.81,0.9989,391.71,442.5,0.6301,536.3,457.46,0.9894,426.36,427.06,0.3242,556.77,437.12,0.8799,385.43,547.09,0.9959,433.9,552.94,0.9991,395.53,627.28,0.9894,447.21,637.95,0.9977,394.11,709.46,0.9599,456.48,729.26,0.9839
6,0.2,2,454.04,199.84,582.61,353.58,0.8318,516.64,197.03,0.0156,521.93,189.93,0.0105,511.58,189.86,0.0128,531.98,184.35,0.0129,498.57,184.38,0.0199,554.15,201.44,0.3539,475.06,202.06,0.2945,567.41,257.87,0.7811,464.58,253.71,0.7381,505.22,284.85,0.7263,467.43,280.51,0.7016,545.64,322.57,0.9277,490.78,322.88,0.9176,549.42,411.17,0.3506,497.16,410.98,0.3131,556.9,444.48,0.0489,518.72,442.39,0.0435
6,0.2,3,0.0,84.4,95.88,255.5,0.8056,53.56,120.76,0.3034,50.86,114.3,0.0193,51.42,114.78,0.4752,24.42,113.87,0.0355,39.96,114.66,0.9546,5.05,141.45,0.8665,37.92,145.37,0.9878,12.28,191.23,0.2448,59.78,196.0,0.9674,47.06,199.7,0.1605,85.19,198.72,0.8159,8.37,238.95,0.7588,30.35,242.15,0.9201,25.1,295.03,0.0966,57.04,296.95,0.3353,29.23,320.52,0.0218,58.73,325.65,0.0641
6,0.2,4,118.16,239.32,326.19,683.57,0.795,227.21,293.21,0.7869,224.72,283.05,0.1056,221.0,284.57,0.8662,196.74,280.72,0.0385,191.96,285.7,0.9711,178.81,325.97,0.9648,168.67,335.89,0.9982,185.61,398.99,0.7665,157.16,415.86,0.9946,216.58,457.35,0.7383,180.26,471.4,0.9829,195.84,463.53,0.9969,190.32,473.68,0.9993,229.29,549.65,0.995,225.79,561.26,0.9988,255.18,637.13,0.9784,245.71,651.86,0.9903
6,0.2,5,203.95,6.03,263.58,174.37,0.5104,253.59,26.17,0.0497,250.14,21.01,0.0155,252.46,21.63,0.0512,231.02,21.69,0.169,249.32,23.59,0.6358,217.71,45.57,0.8169,250.28,49.26,0.855,208.2,82.97,0.5171,253.15,89.54,0.6378,218.33,111.11,0.2654,255.14,114.88,0.322,226.3,119.18,0.7939,247.61,122.06,0.8049,234.23,170.11,0.3592,250.17,172.44,0.3751,236.23,197.01,0.1245,246.25,201.38,0.1314
6,0.2,6,155.82,1.85,216.36,180.35,0.5733,210.74,24.62,0.1341,207.47,19.58,0.0369,208.83,20.26,0.1397,185.45,20.06,0.2908,203.11,22.13,0.8201,171.72,43.46,0.9266,204.44,47.37,0.9531,162.55,76.94,0.5694,210.18,82.79,0.7352,168.0,99.2,0.3007,209.46,102.97,0.3936,177.47,112.46,0.9006,199.04,114.89,0.9133,180.75,164.53,0.5923,199.18,166.18,0.6239,184.13,197.89,0.2864,197.33,201.83,0.3073
7,0.2333,1,355.48,323.68,582.55,773.6,0.8679,463.38,377.38,0.1168,459.3,366.97,0.0115,460.45,369.35,0.1676,419.73,368.96,0.4062,454.49,378.62,0.9732,395.97,413.4,0.9795,469.21,427.81,0.9989,391.71,442.5,0.6302,536.3,457.46,0.9894,426.35,427.07,0.3242,556.77,437.12,0.8799,385.43,547.09,0.9959,433.9,552.95,0.9991,395.53,627.28,0.9895,447.21,637.94,0.9977,394.11,709.46,0.9599,456.48,729.26,0.984
7,0.2333,2,454.05,199.75,582.62,353.59,0.8318,516.63,197.04,0.0156,521.93,189.93,0.0105,511.57,189.86,0.0128,531.98,184.35,0.0129,498.57,184.38,0.0199,554.15,201.45,0.3539,475.06,202.06,0.2944,567.41,257.87,0.7811,464.58,253.71,0.738,505.21,284.85,0.7262,467.43,280.51,0.7016,545.64,322.57,0.9277,490.78,322.88,0.9175,549.42,411.17,0.3505,497.16,410.98,0.313,556.9,444.48,0.0489,518.73,442.38,0.0435
7,0.2333,3,0.0,84.38,95.68,255.51,0.8056,53.56,120.76,0.3034,50.86,114.3,0.0193,51.42,114.78,0.4752,24.42,113.87,0.0355,39.96,114.66,0.9546,5.05,141.46,0.8665,37.92,145.37,0.9878,12.28,191.23,0.2448,59.78,196.0,0.9674,47.06,199.7,0.1605,85.19,198.72,0.8159,8.37,238.96,0.7588,30.35,242.15,0.9201,25.1,295.03,0.0966,57.04,296.95,0.3353,29.23,320.52,0.0218,58.73,325.65,0.064
7,0.2333,4,118.12,239.3,326.19,683.59,0.795,227.21,293.21,0.787,224.72,283.05,0.1056,221.0,284.57,0.8662,196.75,280.73,0.0385,191.96,285.7,0.9711,178.83,325.97,0.9648,168.66,335.88,0.9982,185.65,398.99,0.7666,157.14,415.85,0.9946,216.61,457.36,0.7384,180.25,471.39,0.9829,195.85,463.53,0.9969,190.31,473.69,0.9993,229.3,549.66,0.995,225.78,561.26,0.9988,255.2,637.14,0.9784,245.71,651.86,0.9903
7,0.2333,5,203.97,6.01,263.59,174.36,0.5103,253.59,26.17,0.0497,250.14,21.0,0.0155,252.46,21.62,0.0512,231.02,21.69,0.1689,249.32,23.59,0.6357,217.71,45.57,0.8169,250.28,49.26,0.855,208.2,82.97,0.5171,253.15,89.54,0.6377,218.33,111.1,0.2654,255.14,114.88,0.322,226.3,119.18,0.7939,247.61,122.06,0.8049,234.24,170.11,0.3592,250.17,172.44,0.3752,236.23,197.0,0.1245,246.25,201.38,0.1314
7,0.2333,6,155.82,1.74,216.33,180.4,0.5733,210.74,24.62,0.134,207.47,19.58,0.0369,208.83,20.26,0.1397,185.45,20.06,0.2908,203.11,22.13,0.82,171.72,43.46,0.9266,204.44,47.37,0.9531,162.55,76.94,0.5694,210.19,82.79,0.7351,168.0,99.2,0.3007,209.46,102.97,0.3936,177.47,112.45,0.9006,199.04,114.89,0.9133,180.75,164.52,0.5923,199.18,166.18,0.6239,184.13,197.89,0.2865,197.32,201.82,0.3073
8,0.2667,1,356.1,323.69,581.97,773.61,0.8679,463.38,377.38,0.1168,459.3,366.97,0.0115,460.45,369.35,0.1676,419.73,368.96,0.4062,454.49,378.62,0.9732,395.97,413.4,0.9795,469.21,427.81,0.9989,391.71,442.5,0.6302,536.3,457.46,0.9894,426.35,427.07,0.3242,556.77,437.12,0.8799,385.43,547.09,0.9959,433.9,552.95,0.9991,395.53,627.28,0.9895,447.21,637.94,0.9977,394.11,709.46,0.9599,456.48,729.26,0.984
8,0.2667,2,454.09,199.75,582.58,353.6,0.8318,516.63,197.04,0.0156,521.93,189.93,0.0105,511.57,189.86,0.0128,531.98,184.35,0.0129,498.57,184.38,0.0199,554.15,201.45,0.3539,475.06,202.06,0.2944,567.41,257.87,0.7811,464.58,253.71,0.738,505.21,284.85,0.7262,467.43,280.51,0.7016,545.64,322.57,0.9277,490.78,322.88,0.9175,549.42,411.17,0.3505,497.16,410.98,0.313,556.9,444.48,0.0489,518.73,442.38,0.0435
8,0.2667,3,0.0,84.38,95.52,255.51,0.8056,53.56,120.76,0.3034,50.86,114.3,0.0193,51.42,114.78,0.4752,24.42,113.87,0.0355,39.96,114.66,0.9546,5.05,141.46,0.8665,37.92,145.37,0.9878,12.28,191.23,0.2448,59.78,196.0,0.9674,47.06,199.7,0.1605,85.19,198.72,0.8159,8.37,238.96,0.7588,30.35,242.15,0.9201,25.1,295.03,0.0966,57.04,296.95,0.3353,29.23,320.52,0.0218,58.73,325.65,0.064
8,0.2667,4,118.11,239.29,326.21,683.59,0.795,227.21,293.21,0.787,224.72,283.05,0.1056,221.0,284.57,0.8662,196.75,280.73,0.0385,191.96,285.7,0.9711,178.83,325.97,0.9648,168.66,335.88,0.9982,185.65,398.99,0.7666,157.14,415.85,0.9946,216.61,457.36,0.7384,180.25,471.39,0.9829,195.85,463.53,0.9969,190.31,473.69,0.9993,229.3,549.66,0.995,225.78,561.26,0.9988,255.2,637.14,0.9784,245.71,651.86,0.9903
8,0.2667,5,203.96,6.02,263.57,174.36,0.5103,253.59,26.17,0.0497,250.14,21.0,0.0155,252.46,21.62,0.0512,231.02,21.69,0.1689,249.32,23.59,0.6357,217.71,45.57,0.8169,250.28,49.26,0.855,208.2,82.97,0.5171,253.15,89.54,0.6377,218.33,111.1,0.2654,255.14,114.88,0.322,226.3,119.18,0.7939,247.61,122.06,0.8049,234.24,170.11,0.3592,250.17,172.44,0.3752,236.23,197.0,0.1245,246.25,201.38,0.1314
